_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
1578,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-18T16:02:40,v0.1.0
1579,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-08-18T16:02:40,v0.1.0
1580,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-18T16:02:40,v0.1.0
1581,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-08-18T16:02:40,v0.1.0
9823,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-15T00:05:17,v0.1.0
1582,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-18T16:02:40,v0.1.0
1583,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-18T16:02:40,v0.1.0
1584,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-18T16:02:40,v0.1.0
1585,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1586,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1587,annual-summary-of-reportable-communicable-diseases,1,0.98,1,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1588,apartment-building-evaluation,1,0.99,1,0.75,0.94,0.91,0.96,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1589,apartment-building-registration,1,0.5,1,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1590,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1591,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1592,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1593,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1594,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1595,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1596,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1597,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1598,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1599,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.66,Silver,Silver,2020-08-22T00:09:57,v0.1.0
10338,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-12-19T00:04:58,v0.1.0
1600,building-permits-signs,1,0.95,1,0.12,0.89,0.74,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1601,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1602,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1603,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1604,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1605,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1606,city-wards,1,0.72,1,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1607,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.4,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1608,clothing-drop-box-locations,1,0.85,1,0.84,0.99,0.94,1,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1609,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1610,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1611,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1612,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1613,daily-shelter-occupancy,1,0.96,1,0.37,0.94,0.79,0.73,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1614,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.92,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1615,development-applications,1,0.96,1,0.75,0.89,0.89,0.92,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1616,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1617,doors-open-toronto-2017,1,1,0.01,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1618,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1619,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1620,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1621,fire-hydrants,1,1,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1622,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1623,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1624,highrise-residential-fire-inspection-results,1,0.94,0.5,0.62,0.69,0.69,0.56,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1625,homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1626,immunization-coverage-for-students,1,1,1,0.5,0.69,0.72,0.61,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1627,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1628,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.46,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1629,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.5,0.12,0.69,0.54,0.29,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1630,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.95,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1631,mbncanada-performance-measures,1,0.95,1,0.12,0.79,0.66,0.5,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1632,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1633,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1634,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1635,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1636,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1638,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1639,places-of-interest-and-toronto-attractions,1,0.69,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1640,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1641,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1642,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1643,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1644,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1645,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1646,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1647,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1648,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1649,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.61,0.82,0.79,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1650,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1651,school-safety-zone-watch-your-speed-program-locations,1,1,1,0.87,0.82,0.9,0.94,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1652,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1653,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1654,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.71,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1655,stillbirth-registration-statistics,1,1,1,0.62,0.83,0.84,0.83,Gold,Gold,2020-08-22T00:09:57,v0.1.0
1656,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1657,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1658,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1659,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1660,street-furniture-poster-board,1,0.94,1,0.25,0.8,0.73,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1661,street-furniture-poster-structure,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1662,street-furniture-public-washroom,1,0.98,1,0.25,0.77,0.73,0.62,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1663,street-furniture-publication-structure,1,0.96,1,0.25,0.79,0.73,0.63,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1664,street-furniture-transit-shelter,1,0.9,1,0.25,0.82,0.73,0.64,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1665,tcdsb-schools,1,1,1,0.57,0.8,0.82,0.78,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1666,toronto-community-housing-data,1,0.94,1,0.6,0.7,0.78,0.71,Silver,Silver,2020-08-22T00:09:57,v0.1.0
1667,traffic-cameras,1,1,0,0.12,1,0.57,0.34,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1668,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.48,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1669,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1670,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1671,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1672,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1673,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1674,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1675,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1676,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1677,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1678,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1679,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1680,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1681,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1682,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1683,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1684,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1685,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1686,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1687,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1688,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1689,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1690,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-22T00:09:57,v0.1.0
1691,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-08-24T16:02:38,v0.1.0
10339,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-19T00:04:58,v0.1.0
1692,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1693,annual-summary-of-reportable-communicable-diseases,1,0.98,1,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1694,apartment-building-evaluation,1,0.99,1,0.75,0.94,0.91,0.96,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1695,apartment-building-registration,1,0.5,1,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1696,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1697,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1698,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1699,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1700,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1701,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1702,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1703,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1704,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1705,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.66,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1706,building-permits-signs,1,0.95,1,0.12,0.89,0.74,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1707,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1708,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1709,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1710,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1711,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1712,city-wards,1,0.72,1,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1713,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.4,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1714,clothing-drop-box-locations,1,0.85,1,0.84,0.99,0.94,1,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1715,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1716,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1717,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1718,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1719,daily-shelter-occupancy,1,0.96,1,0.37,0.94,0.79,0.73,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1720,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.92,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1721,development-applications,1,0.96,1,0.75,0.89,0.89,0.92,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1722,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1723,doors-open-toronto-2017,1,1,0.01,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1724,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1725,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1726,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1727,fire-hydrants,1,1,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1728,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1729,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1730,highrise-residential-fire-inspection-results,1,0.94,1,0.62,0.69,0.78,0.72,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1731,homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1732,immunization-coverage-for-students,1,1,1,0.5,0.69,0.72,0.61,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1733,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1734,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.46,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1735,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.5,0.12,0.69,0.54,0.29,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1736,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.95,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1737,mbncanada-performance-measures,1,0.95,1,0.12,0.79,0.66,0.5,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1738,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1739,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1740,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1741,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1742,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1743,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1744,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1745,places-of-interest-and-toronto-attractions,1,0.69,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1746,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1747,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1748,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1749,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1750,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1751,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1752,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1753,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1754,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1755,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.61,0.82,0.79,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1756,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1757,school-safety-zone-watch-your-speed-program-locations,1,1,1,0.87,0.82,0.9,0.94,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1758,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1759,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1760,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.71,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1761,stillbirth-registration-statistics,1,1,1,0.62,0.83,0.84,0.83,Gold,Gold,2020-08-24T16:02:38,v0.1.0
1762,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1763,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1764,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1765,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1766,street-furniture-poster-board,1,0.94,1,0.25,0.8,0.73,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1767,street-furniture-poster-structure,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1768,street-furniture-public-washroom,1,0.98,1,0.25,0.77,0.73,0.62,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1769,street-furniture-publication-structure,1,0.96,1,0.25,0.79,0.73,0.63,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1770,street-furniture-transit-shelter,1,0.9,1,0.25,0.82,0.73,0.64,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1771,tcdsb-schools,1,1,1,0.57,0.8,0.82,0.78,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1772,toronto-community-housing-data,1,0.94,1,0.6,0.7,0.78,0.71,Silver,Silver,2020-08-24T16:02:38,v0.1.0
1773,traffic-cameras,1,1,0,0.12,1,0.57,0.34,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1774,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.48,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1775,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1776,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
