_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
1777,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1778,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1779,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1780,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1781,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1782,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1783,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1784,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1785,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1786,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1787,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1788,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1789,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1790,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1791,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1792,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1793,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1794,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1795,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1796,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-24T16:02:38,v0.1.0
1797,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1798,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1799,annual-summary-of-reportable-communicable-diseases,1,0.98,1,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1800,apartment-building-evaluation,1,0.99,1,0.75,0.94,0.91,0.96,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1801,apartment-building-registration,1,0.5,1,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
10912,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-22T16:50:04,v0.1.0
1802,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1803,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1804,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1805,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1806,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1807,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1808,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1809,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1810,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1811,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.66,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1812,building-permits-signs,1,0.95,1,0.12,0.89,0.74,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1813,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1814,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1815,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1816,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1817,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1818,city-wards,1,0.72,1,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1819,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.4,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1820,clothing-drop-box-locations,1,0.85,1,0.84,0.99,0.94,1,Gold,Gold,2020-08-27T16:02:03,v0.1.0
11428,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-12-26T00:05:02,v0.1.0
1821,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1822,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1823,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1824,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1825,daily-shelter-occupancy,1,0.96,1,0.37,0.94,0.79,0.73,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1826,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.92,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1827,development-applications,1,0.96,1,0.75,0.89,0.89,0.92,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1828,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1829,doors-open-toronto-2017,1,1,0.01,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1830,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1831,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1832,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1833,fire-hydrants,1,1,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1834,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1835,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1836,highrise-residential-fire-inspection-results,1,0.94,0.5,0.62,0.69,0.69,0.56,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1837,homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1838,immunization-coverage-for-students,1,1,1,0.5,0.69,0.72,0.61,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1839,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1840,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.46,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1841,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.5,0.12,0.69,0.54,0.29,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1842,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.95,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1843,mbncanada-performance-measures,1,0.95,1,0.12,0.79,0.66,0.5,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1844,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1845,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1846,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1847,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1848,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1849,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1850,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1851,places-of-interest-and-toronto-attractions,1,0.69,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1852,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1853,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1854,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1855,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1856,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1857,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1858,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1859,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1860,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1861,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.61,0.82,0.79,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1862,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1863,school-safety-zone-watch-your-speed-program-locations,1,1,1,0.87,0.82,0.9,0.94,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1864,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1865,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1866,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.71,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1867,stillbirth-registration-statistics,1,1,1,0.62,0.83,0.84,0.83,Gold,Gold,2020-08-27T16:02:03,v0.1.0
1868,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1869,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1870,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1871,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1872,street-furniture-poster-board,1,0.94,1,0.25,0.8,0.73,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1873,street-furniture-poster-structure,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1874,street-furniture-public-washroom,1,0.98,1,0.25,0.77,0.73,0.62,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1875,street-furniture-publication-structure,1,0.96,1,0.25,0.79,0.73,0.63,Silver,Silver,2020-08-27T16:02:03,v0.1.0
11429,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-26T00:05:02,v0.1.0
1876,street-furniture-transit-shelter,1,0.9,1,0.25,0.82,0.73,0.64,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1877,tcdsb-schools,1,1,1,0.57,0.8,0.82,0.78,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1878,toronto-community-housing-data,1,0.94,1,0.6,0.7,0.78,0.71,Silver,Silver,2020-08-27T16:02:03,v0.1.0
1879,traffic-cameras,1,1,0,0.12,1,0.57,0.34,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1880,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.48,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1881,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1882,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1883,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1884,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1885,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1886,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1887,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1888,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1889,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1890,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1891,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1892,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1893,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1894,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1895,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1896,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1897,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1898,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1899,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.38,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1900,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1901,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1902,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-08-27T16:02:03,v0.1.0
1903,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.5,0.84,0.86,0.78,0.72,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1904,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1905,annual-summary-of-reportable-communicable-diseases,1,0.98,1,0.25,0.69,0.66,0.5,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1906,apartment-building-evaluation,1,0.99,1,0.75,0.94,0.91,0.96,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1907,apartment-building-registration,1,0.5,1,0.69,0.59,0.71,0.59,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1908,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1909,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1910,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
2076,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-09-02T16:01:58,v0.1.0
1911,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1912,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1913,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1914,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1915,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1916,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1917,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.66,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1918,building-permits-signs,1,0.95,1,0.12,0.89,0.74,0.64,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1919,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1920,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1921,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1922,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1923,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1924,city-wards,1,0.72,1,0.12,0.74,0.65,0.49,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1925,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.4,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1926,clothing-drop-box-locations,1,0.85,1,0.84,0.99,0.94,1,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1927,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1928,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1929,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1930,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1931,daily-shelter-occupancy,1,0.96,1,0.37,0.94,0.79,0.73,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1932,death-registry-statistics,1,1,0.75,0.75,0.88,0.85,0.84,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1933,development-applications,1,0.96,1,0.75,0.89,0.89,0.92,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1934,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1935,doors-open-toronto-2017,1,1,0.01,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1936,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1937,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1938,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1939,fire-hydrants,1,1,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1940,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1941,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1942,highrise-residential-fire-inspection-results,1,0.94,1,0.62,0.69,0.78,0.72,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1943,homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1944,immunization-coverage-for-students,1,1,1,0.5,0.69,0.72,0.61,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1945,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1946,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.46,0.12,0.69,0.53,0.28,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1947,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.49,0.12,0.69,0.54,0.29,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1948,marriage-licence-statistics,1,1,0.75,0.62,1,0.86,0.87,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1949,mbncanada-performance-measures,1,0.95,1,0.12,0.79,0.66,0.5,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1950,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1951,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1952,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1953,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1954,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1955,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1956,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1957,places-of-interest-and-toronto-attractions,1,0.69,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1958,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1959,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1960,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1961,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1962,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1963,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1964,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1965,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1966,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
2496,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-09-14T16:04:56,v0.1.0
1967,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.61,0.82,0.79,Silver,Silver,2020-08-31T08:29:54,v0.1.0
1968,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1969,school-safety-zone-watch-your-speed-program-locations,1,1,1,0.87,0.82,0.9,0.94,Gold,Gold,2020-08-31T08:29:54,v0.1.0
1970,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
1971,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-08-31T08:29:54,v0.1.0
